,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,time_duration,duration_in_minutes,trip_hour,trip_day,trip_day_num
727,2019-03-19 23:06:51,2019-03-19 23:38:27,1,18.86,52.0,10.0,5.76,71.06,yellow,credit card,JFK Airport,West Village,Queens,Manhattan,0 days 00:31:36,31.6,23,Tuesday,2
728,2019-03-15 14:09:58,2019-03-15 14:28:28,4,2.57,13.5,0.0,0.0,16.8,yellow,cash,Clinton East,Greenwich Village North,Manhattan,Manhattan,0 days 00:18:30,18.5,14,Friday,5
729,2019-03-29 09:28:46,2019-03-29 09:50:15,5,2.28,14.0,2.0,0.0,19.3,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan,0 days 00:21:29,21.483333333333334,9,Friday,5
730,2019-03-26 22:36:11,2019-03-26 22:53:38,2,4.4,16.5,4.06,0.0,24.36,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan,0 days 00:17:27,17.45,22,Tuesday,2
731,2019-03-27 10:49:41,2019-03-27 11:22:33,4,10.28,32.5,8.31,5.76,49.87,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan,0 days 00:32:52,32.86666666666667,10,Wednesday,3
732,2019-03-29 17:07:27,2019-03-29 17:20:41,2,1.3,9.5,2.75,0.0,16.55,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan,0 days 00:13:14,13.233333333333333,17,Friday,5
733,2019-03-13 12:11:35,2019-03-13 12:24:33,2,1.9,10.0,2.0,0.0,15.3,yellow,credit card,Manhattan Valley,Upper East Side North,Manhattan,Manhattan,0 days 00:12:58,12.966666666666667,12,Wednesday,3
734,2019-03-06 20:25:17,2019-03-06 20:36:54,1,1.75,9.5,2.66,0.0,15.96,yellow,credit card,Midtown East,Gramercy,Manhattan,Manhattan,0 days 00:11:37,11.616666666666667,20,Wednesday,3
735,2019-03-18 14:53:39,2019-03-18 15:14:37,5,2.57,13.5,0.0,0.0,16.8,yellow,cash,Lenox Hill East,Upper West Side South,Manhattan,Manhattan,0 days 00:20:58,20.966666666666665,14,Monday,1
736,2019-03-08 19:42:21,2019-03-08 20:05:35,1,4.5,18.0,0.0,0.0,22.3,yellow,cash,Midtown East,Upper West Side North,Manhattan,Manhattan,0 days 00:23:14,23.233333333333334,19,Friday,5
737,2019-03-29 00:20:16,2019-03-29 00:24:06,1,0.43,4.5,1.66,0.0,9.96,yellow,credit card,Hudson Sq,SoHo,Manhattan,Manhattan,0 days 00:03:50,3.8333333333333335,0,Friday,5
738,2019-03-14 07:49:10,2019-03-14 08:03:06,1,1.9,10.5,2.0,0.0,15.8,yellow,credit card,East Harlem South,Lenox Hill West,Manhattan,Manhattan,0 days 00:13:56,13.933333333333334,7,Thursday,4
740,2019-03-24 11:23:28,2019-03-24 11:28:51,1,0.9,5.5,1.76,0.0,10.56,yellow,credit card,Flatiron,Midtown South,Manhattan,Manhattan,0 days 00:05:23,5.383333333333334,11,Sunday,0
741,2019-03-05 22:19:04,2019-03-05 22:25:14,2,0.92,6.0,0.0,0.0,9.8,yellow,cash,Lincoln Square East,Midtown North,Manhattan,Manhattan,0 days 00:06:10,6.166666666666667,22,Tuesday,2
742,2019-03-05 09:52:36,2019-03-05 10:03:47,1,1.32,8.5,0.0,0.0,11.8,yellow,cash,Greenwich Village North,Murray Hill,Manhattan,Manhattan,0 days 00:11:11,11.183333333333334,9,Tuesday,2
743,2019-03-21 10:02:10,2019-03-21 10:13:28,1,1.5,9.0,2.46,0.0,14.76,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan,0 days 00:11:18,11.3,10,Thursday,4
744,2019-03-23 22:09:03,2019-03-23 22:23:42,2,1.7,10.5,0.0,0.0,14.3,yellow,cash,Greenwich Village South,Flatiron,Manhattan,Manhattan,0 days 00:14:39,14.65,22,Saturday,6
745,2019-03-30 12:34:41,2019-03-30 13:09:35,1,16.11,44.0,13.26,5.76,66.32,yellow,credit card,Battery Park City,LaGuardia Airport,Manhattan,Queens,0 days 00:34:54,34.9,12,Saturday,6
746,2019-03-25 22:14:18,2019-03-25 22:26:38,1,2.59,10.5,1.0,0.0,15.3,yellow,credit card,Garment District,East Village,Manhattan,Manhattan,0 days 00:12:20,12.333333333333334,22,Monday,1
747,2019-03-11 06:46:52,2019-03-11 06:56:23,1,1.5,8.5,2.35,0.0,14.15,yellow,credit card,Clinton East,Murray Hill,Manhattan,Manhattan,0 days 00:09:31,9.516666666666667,6,Monday,1
748,2019-03-03 22:59:34,2019-03-03 23:00:39,2,0.44,3.5,1.46,0.0,8.76,yellow,credit card,Midtown South,Union Sq,Manhattan,Manhattan,0 days 00:01:05,1.0833333333333333,22,Sunday,0
749,2019-03-08 15:11:18,2019-03-08 15:22:50,1,0.66,7.5,0.0,0.0,10.8,yellow,cash,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan,0 days 00:11:32,11.533333333333333,15,Friday,5
750,2019-03-01 16:06:38,2019-03-01 16:19:31,2,1.7,10.0,0.0,0.0,14.3,yellow,cash,Murray Hill,Clinton West,Manhattan,Manhattan,0 days 00:12:53,12.883333333333333,16,Friday,5
751,2019-03-13 10:01:25,2019-03-13 10:09:13,1,1.42,7.5,1.2,0.0,12.0,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan,0 days 00:07:48,7.8,10,Wednesday,3
752,2019-03-14 18:05:49,2019-03-14 18:10:43,1,0.4,5.0,0.0,0.0,9.3,yellow,cash,Greenwich Village South,Little Italy/NoLiTa,Manhattan,Manhattan,0 days 00:04:54,4.9,18,Thursday,4
753,2019-03-13 22:05:33,2019-03-13 22:17:47,1,2.64,11.0,3.7,0.0,18.5,yellow,credit card,Midtown North,Upper East Side North,Manhattan,Manhattan,0 days 00:12:14,12.233333333333333,22,Wednesday,3
754,2019-03-28 23:02:53,2019-03-28 23:15:00,2,2.09,10.0,3.45,0.0,17.25,yellow,credit card,Flatiron,Alphabet City,Manhattan,Manhattan,0 days 00:12:07,12.116666666666667,23,Thursday,4
755,2019-03-20 21:17:21,2019-03-20 21:20:49,4,0.66,4.5,1.66,0.0,9.96,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan,0 days 00:03:28,3.466666666666667,21,Wednesday,3
756,2019-03-22 18:48:22,2019-03-22 19:02:41,5,1.48,10.0,0.0,0.0,14.3,yellow,cash,Garment District,Midtown South,Manhattan,Manhattan,0 days 00:14:19,14.316666666666666,18,Friday,5
757,2019-03-10 19:25:47,2019-03-10 19:57:45,1,9.98,33.0,0.0,0.0,33.8,yellow,cash,JFK Airport,East New York,Queens,Brooklyn,0 days 00:31:58,31.966666666666665,19,Sunday,0
758,2019-03-05 14:55:41,2019-03-05 15:01:57,1,0.87,6.0,1.86,0.0,11.16,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan,0 days 00:06:16,6.266666666666667,14,Tuesday,2
759,2019-03-05 14:01:16,2019-03-05 14:15:19,1,2.0,10.5,3.45,0.0,17.25,yellow,credit card,Penn Station/Madison Sq West,Greenwich Village South,Manhattan,Manhattan,0 days 00:14:03,14.05,14,Tuesday,2
760,2019-03-26 19:40:05,2019-03-26 20:11:32,1,11.49,35.5,11.39,5.76,56.95,yellow,credit card,LaGuardia Airport,Midtown North,Queens,Manhattan,0 days 00:31:27,31.45,19,Tuesday,2
761,2019-03-22 15:16:17,2019-03-22 15:29:48,1,4.18,15.0,3.66,0.0,21.96,yellow,credit card,Lenox Hill East,Alphabet City,Manhattan,Manhattan,0 days 00:13:31,13.516666666666667,15,Friday,5
762,2019-03-09 02:06:34,2019-03-09 02:14:14,2,3.2,10.5,0.0,0.0,14.3,yellow,cash,UN/Turtle Bay South,East Harlem South,Manhattan,Manhattan,0 days 00:07:40,7.666666666666667,2,Saturday,6
763,2019-03-27 10:58:53,2019-03-27 11:17:26,2,1.9,13.0,0.0,0.0,16.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan,0 days 00:18:33,18.55,10,Wednesday,3
764,2019-03-08 18:25:53,2019-03-08 18:29:52,1,0.67,4.5,1.0,0.0,9.8,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan,0 days 00:03:59,3.9833333333333334,18,Friday,5
765,2019-03-24 19:36:32,2019-03-24 19:42:23,1,1.1,6.0,1.86,0.0,11.16,yellow,credit card,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan,0 days 00:05:51,5.85,19,Sunday,0
766,2019-03-21 07:18:47,2019-03-21 07:27:25,1,1.9,8.5,0.0,0.0,11.8,yellow,cash,Upper East Side North,Midtown Center,Manhattan,Manhattan,0 days 00:08:38,8.633333333333333,7,Thursday,4
767,2019-03-14 13:27:37,2019-03-14 13:32:26,1,0.74,5.5,1.76,0.0,10.56,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:04:49,4.816666666666666,13,Thursday,4
768,2019-03-15 23:02:19,2019-03-15 23:42:01,6,8.4,31.5,2.0,0.0,37.3,yellow,credit card,Prospect Heights,Upper West Side South,Brooklyn,Manhattan,0 days 00:39:42,39.7,23,Friday,5
769,2019-03-15 08:39:34,2019-03-15 08:57:48,5,1.91,12.5,3.16,0.0,18.96,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan,0 days 00:18:14,18.233333333333334,8,Friday,5
771,2019-03-14 14:58:47,2019-03-14 15:14:38,2,1.4,11.0,2.85,0.0,17.15,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan,0 days 00:15:51,15.85,14,Thursday,4
772,2019-03-05 16:51:21,2019-03-05 16:54:52,1,0.52,4.0,0.0,0.0,8.3,yellow,cash,West Village,West Village,Manhattan,Manhattan,0 days 00:03:31,3.5166666666666666,16,Tuesday,2
773,2019-03-31 18:51:15,2019-03-31 19:01:14,0,1.6,8.5,2.95,0.0,14.75,yellow,credit card,Times Sq/Theatre District,Lenox Hill West,Manhattan,Manhattan,0 days 00:09:59,9.983333333333333,18,Sunday,0
774,2019-03-19 12:43:53,2019-03-19 12:58:50,1,2.1,11.0,0.0,0.0,14.3,yellow,cash,Midtown East,Upper East Side North,Manhattan,Manhattan,0 days 00:14:57,14.95,12,Tuesday,2
775,2019-03-07 22:58:59,2019-03-07 23:02:40,1,0.66,5.0,0.0,0.0,8.8,yellow,cash,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan,0 days 00:03:41,3.683333333333333,22,Thursday,4
776,2019-03-31 12:38:17,2019-03-31 12:47:31,1,1.32,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan,0 days 00:09:14,9.233333333333333,12,Sunday,0
777,2019-03-19 01:35:57,2019-03-19 01:41:50,1,0.83,5.5,1.86,0.0,11.16,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan,0 days 00:05:53,5.883333333333334,1,Tuesday,2
778,2019-03-07 08:24:28,2019-03-07 08:28:45,1,0.58,5.0,1.66,0.0,9.96,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan,0 days 00:04:17,4.283333333333333,8,Thursday,4
779,2019-03-09 16:30:58,2019-03-09 16:37:21,1,1.43,7.0,2.06,0.0,12.36,yellow,credit card,Yorkville West,Central Park,Manhattan,Manhattan,0 days 00:06:23,6.383333333333334,16,Saturday,6
780,2019-03-26 20:21:36,2019-03-26 20:38:18,1,2.26,12.0,3.16,0.0,18.96,yellow,credit card,World Trade Center,Lower East Side,Manhattan,Manhattan,0 days 00:16:42,16.7,20,Tuesday,2
781,2019-03-13 10:22:51,2019-03-13 10:25:17,1,0.4,3.5,1.36,0.0,8.16,yellow,credit card,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:02:26,2.433333333333333,10,Wednesday,3
782,2019-03-18 09:40:33,2019-03-18 10:49:35,1,12.06,49.0,11.61,5.76,69.67,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,0 days 01:09:02,69.03333333333333,9,Monday,1
783,2019-03-17 15:38:34,2019-03-17 15:41:21,5,0.34,4.0,0.73,0.0,8.03,yellow,credit card,Midtown South,Midtown South,Manhattan,Manhattan,0 days 00:02:47,2.783333333333333,15,Sunday,0
784,2019-03-31 17:00:03,2019-03-31 17:14:41,2,2.5,12.0,0.0,0.0,15.3,yellow,cash,Yorkville West,Lincoln Square East,Manhattan,Manhattan,0 days 00:14:38,14.633333333333333,17,Sunday,0
785,2019-03-15 15:10:03,2019-03-15 16:25:25,1,16.3,52.0,18.3,5.76,79.36,yellow,credit card,Murray Hill,JFK Airport,Manhattan,Queens,0 days 01:15:22,75.36666666666666,15,Friday,5
786,2019-03-07 01:23:12,2019-03-07 01:50:49,3,9.93,30.5,6.86,0.0,41.16,yellow,credit card,Times Sq/Theatre District,Forest Hills,Manhattan,Queens,0 days 00:27:37,27.616666666666667,1,Thursday,4
787,2019-03-26 23:11:09,2019-03-26 23:27:02,1,6.23,19.0,4.56,0.0,27.36,yellow,credit card,Greenwich Village North,East Harlem North,Manhattan,Manhattan,0 days 00:15:53,15.883333333333333,23,Tuesday,2
788,2019-03-05 12:12:14,2019-03-05 12:23:14,2,1.2,8.5,2.36,0.0,14.16,yellow,credit card,Lincoln Square West,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:11:00,11.0,12,Tuesday,2
789,2019-03-28 15:25:53,2019-03-28 15:52:18,1,6.6,24.0,2.0,0.0,29.3,yellow,credit card,Murray Hill,TriBeCa/Civic Center,Manhattan,Manhattan,0 days 00:26:25,26.416666666666668,15,Thursday,4
790,2019-03-22 09:27:23,2019-03-22 09:47:03,1,1.9,13.0,4.05,0.0,20.35,yellow,credit card,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:19:40,19.666666666666668,9,Friday,5
791,2019-03-22 22:52:23,2019-03-22 23:00:31,1,2.5,9.5,2.66,0.0,15.96,yellow,credit card,Sutton Place/Turtle Bay North,Long Island City/Hunters Point,Manhattan,Queens,0 days 00:08:08,8.133333333333333,22,Friday,5
792,2019-03-20 17:49:25,2019-03-20 17:56:36,3,0.9,6.5,2.16,0.0,12.96,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan,0 days 00:07:11,7.183333333333334,17,Wednesday,3
793,2019-03-16 04:20:57,2019-03-16 04:24:03,2,0.47,4.5,0.0,0.0,8.3,yellow,cash,Kips Bay,Midtown South,Manhattan,Manhattan,0 days 00:03:06,3.1,4,Saturday,6
794,2019-03-06 10:01:53,2019-03-06 10:27:29,2,2.15,16.0,3.86,0.0,23.16,yellow,credit card,Upper East Side South,Clinton East,Manhattan,Manhattan,0 days 00:25:36,25.6,10,Wednesday,3
795,2019-03-09 20:37:37,2019-03-09 20:46:32,1,1.21,7.5,0.0,0.0,11.3,yellow,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,0 days 00:08:55,8.916666666666666,20,Saturday,6
796,2019-03-15 17:00:51,2019-03-15 17:06:36,1,0.7,5.5,0.0,0.0,9.8,yellow,cash,Greenwich Village North,East Village,Manhattan,Manhattan,0 days 00:05:45,5.75,17,Friday,5
797,2019-03-11 21:43:25,2019-03-11 21:52:35,1,2.1,9.0,0.0,0.0,12.8,yellow,cash,Upper West Side South,Yorkville East,Manhattan,Manhattan,0 days 00:09:10,9.166666666666666,21,Monday,1
798,2019-03-20 20:56:41,2019-03-20 21:16:57,2,3.26,14.5,3.66,0.0,21.96,yellow,credit card,Clinton East,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0 days 00:20:16,20.266666666666666,20,Wednesday,3
799,2019-03-23 13:15:50,2019-03-23 13:30:47,6,0.91,10.5,3.45,0.0,17.25,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan,0 days 00:14:57,14.95,13,Saturday,6
800,2019-03-11 11:15:43,2019-03-11 11:27:36,1,1.36,9.0,1.5,0.0,13.8,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,0 days 00:11:53,11.883333333333333,11,Monday,1
801,2019-03-08 17:25:55,2019-03-08 17:41:20,1,1.5,11.0,1.53,0.0,16.83,yellow,credit card,Murray Hill,Lenox Hill East,Manhattan,Manhattan,0 days 00:15:25,15.416666666666666,17,Friday,5
802,2019-03-10 17:43:09,2019-03-10 17:55:08,1,3.07,12.0,3.06,0.0,18.36,yellow,credit card,Clinton West,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:11:59,11.983333333333333,17,Sunday,0
803,2019-03-14 10:40:55,2019-03-14 10:49:03,1,1.23,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side North,Upper East Side North,Manhattan,Manhattan,0 days 00:08:08,8.133333333333333,10,Thursday,4
804,2019-03-28 14:22:49,2019-03-28 14:40:03,1,2.71,13.0,3.26,0.0,19.56,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,0 days 00:17:14,17.233333333333334,14,Thursday,4
805,2019-03-20 17:51:43,2019-03-20 17:55:08,1,0.47,4.0,0.0,0.0,8.3,yellow,cash,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan,0 days 00:03:25,3.4166666666666665,17,Wednesday,3
806,2019-03-09 17:14:24,2019-03-09 17:23:42,3,1.6,8.0,0.0,0.0,11.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan,0 days 00:09:18,9.3,17,Saturday,6
807,2019-03-13 23:26:58,2019-03-13 23:37:02,1,2.36,9.5,2.66,0.0,15.96,yellow,credit card,Meatpacking/West Village West,Kips Bay,Manhattan,Manhattan,0 days 00:10:04,10.066666666666666,23,Wednesday,3
808,2019-03-01 22:39:03,2019-03-01 22:51:14,1,2.78,11.5,3.06,0.0,18.36,yellow,credit card,Midtown North,Upper West Side North,Manhattan,Manhattan,0 days 00:12:11,12.183333333333334,22,Friday,5
809,2019-03-01 23:51:09,2019-03-02 00:04:12,1,2.6,11.5,1.84,0.0,17.14,yellow,credit card,Upper West Side North,Lenox Hill West,Manhattan,Manhattan,0 days 00:13:03,13.05,23,Friday,5
810,2019-03-30 22:29:15,2019-03-30 22:36:03,6,1.46,7.0,2.0,0.0,12.8,yellow,credit card,Clinton West,Lincoln Square East,Manhattan,Manhattan,0 days 00:06:48,6.8,22,Saturday,6
811,2019-03-23 19:08:25,2019-03-23 19:14:28,2,1.28,6.5,2.0,0.0,11.8,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan,0 days 00:06:03,6.05,19,Saturday,6
812,2019-03-12 09:33:28,2019-03-12 09:36:38,1,0.48,4.0,0.0,0.0,7.3,yellow,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,0 days 00:03:10,3.1666666666666665,9,Tuesday,2
813,2019-03-10 16:28:37,2019-03-10 16:41:09,1,0.9,9.0,2.45,0.0,14.75,yellow,credit card,Flatiron,Union Sq,Manhattan,Manhattan,0 days 00:12:32,12.533333333333333,16,Sunday,0
814,2019-03-03 13:54:01,2019-03-03 14:39:09,2,20.39,52.0,15.26,5.76,76.32,yellow,credit card,JFK Airport,Upper West Side North,Queens,Manhattan,0 days 00:45:08,45.13333333333333,13,Sunday,0
815,2019-03-07 15:51:08,2019-03-07 16:01:03,2,1.03,7.5,2.16,0.0,12.96,yellow,credit card,Garment District,Union Sq,Manhattan,Manhattan,0 days 00:09:55,9.916666666666666,15,Thursday,4
816,2019-03-02 13:24:13,2019-03-02 13:28:53,1,1.5,6.5,1.95,0.0,11.75,yellow,credit card,Yorkville West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:04:40,4.666666666666667,13,Saturday,6
817,2019-03-16 20:36:10,2019-03-16 21:16:11,1,3.2,23.5,5.45,0.0,32.75,yellow,credit card,Clinton East,East Village,Manhattan,Manhattan,0 days 00:40:01,40.016666666666666,20,Saturday,6
818,2019-03-23 15:08:14,2019-03-23 15:35:29,1,3.3,18.5,4.35,0.0,26.15,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill West,Manhattan,Manhattan,0 days 00:27:15,27.25,15,Saturday,6
819,2019-03-17 19:30:19,2019-03-17 19:41:39,1,2.1,9.5,0.0,0.0,12.8,yellow,cash,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,0 days 00:11:20,11.333333333333334,19,Sunday,0
820,2019-03-14 01:41:38,2019-03-14 01:49:32,1,2.8,10.5,0.0,0.0,11.8,yellow,cash,LaGuardia Airport,Flushing Meadows-Corona Park,Queens,Queens,0 days 00:07:54,7.9,1,Thursday,4
821,2019-03-29 01:08:41,2019-03-29 01:25:18,1,3.4,13.5,0.0,0.0,17.3,yellow,cash,East Village,Midtown North,Manhattan,Manhattan,0 days 00:16:37,16.616666666666667,1,Friday,5
822,2019-03-16 18:45:55,2019-03-16 18:48:45,1,0.56,4.0,0.0,0.0,7.3,yellow,cash,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:02:50,2.8333333333333335,18,Saturday,6
823,2019-03-03 15:46:16,2019-03-03 15:49:16,1,0.49,4.0,0.7,0.0,8.0,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,0 days 00:03:00,3.0,15,Sunday,0
824,2019-03-10 10:15:12,2019-03-10 10:21:50,2,1.42,7.0,2.58,0.0,12.88,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan,0 days 00:06:38,6.633333333333334,10,Sunday,0
825,2019-03-18 15:42:31,2019-03-18 15:52:16,1,2.02,9.0,2.46,0.0,14.76,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,0 days 00:09:45,9.75,15,Monday,1
826,2019-03-12 22:04:50,2019-03-12 22:13:13,1,1.62,7.5,2.26,0.0,13.56,yellow,credit card,Murray Hill,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:08:23,8.383333333333333,22,Tuesday,2
827,2019-03-26 13:12:00,2019-03-26 13:14:13,1,0.53,4.0,0.8,0.0,8.1,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan,0 days 00:02:13,2.216666666666667,13,Tuesday,2
828,2019-03-15 00:55:30,2019-03-15 01:26:34,6,7.88,26.0,7.45,0.0,37.25,yellow,credit card,Greenwich Village North,Yorkville West,Manhattan,Manhattan,0 days 00:31:04,31.066666666666666,0,Friday,5
829,2019-03-24 01:43:50,2019-03-24 02:07:27,1,6.3,23.0,2.0,0.0,28.8,yellow,credit card,Little Italy/NoLiTa,Long Island City/Queens Plaza,Manhattan,Queens,0 days 00:23:37,23.616666666666667,1,Sunday,0
830,2019-03-07 20:38:23,2019-03-07 21:10:51,1,17.74,52.0,12.21,5.76,73.27,yellow,credit card,JFK Airport,Midtown East,Queens,Manhattan,0 days 00:32:28,32.46666666666667,20,Thursday,4
831,2019-03-12 15:29:13,2019-03-12 15:41:52,1,1.1,9.0,3.65,0.0,15.95,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,0 days 00:12:39,12.65,15,Tuesday,2
832,2019-03-05 21:32:07,2019-03-05 21:48:09,1,4.0,15.5,0.0,0.0,19.3,yellow,cash,TriBeCa/Civic Center,Columbia Street,Manhattan,Brooklyn,0 days 00:16:02,16.033333333333335,21,Tuesday,2
833,2019-03-04 09:52:32,2019-03-04 09:57:07,1,0.9,5.0,0.0,0.0,8.3,yellow,cash,Flatiron,Greenwich Village South,Manhattan,Manhattan,0 days 00:04:35,4.583333333333333,9,Monday,1
834,2019-03-10 12:27:53,2019-03-10 12:40:58,1,1.8,10.0,2.65,0.0,15.95,yellow,credit card,Murray Hill,Clinton East,Manhattan,Manhattan,0 days 00:13:05,13.083333333333334,12,Sunday,0
835,2019-03-15 16:07:40,2019-03-15 16:18:54,2,2.56,10.5,0.0,0.0,14.8,yellow,cash,World Trade Center,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:11:14,11.233333333333333,16,Friday,5
836,2019-03-29 21:34:45,2019-03-29 21:38:40,1,0.5,4.5,1.0,0.0,9.3,yellow,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan,0 days 00:03:55,3.9166666666666665,21,Friday,5
837,2019-03-08 11:21:57,2019-03-08 11:47:46,1,2.27,16.5,3.96,0.0,23.76,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan,0 days 00:25:49,25.816666666666666,11,Friday,5
838,2019-03-05 12:42:33,2019-03-05 12:46:02,1,0.4,4.0,1.83,0.0,9.13,yellow,credit card,Central Park,Upper East Side South,Manhattan,Manhattan,0 days 00:03:29,3.4833333333333334,12,Tuesday,2
839,2019-03-22 15:01:35,2019-03-22 15:24:54,1,3.8,17.5,0.0,0.0,20.8,yellow,cash,West Village,World Trade Center,Manhattan,Manhattan,0 days 00:23:19,23.316666666666666,15,Friday,5
840,2019-03-15 09:29:42,2019-03-15 09:34:42,1,0.5,5.0,1.65,0.0,9.95,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan,0 days 00:05:00,5.0,9,Friday,5
841,2019-03-26 19:53:13,2019-03-26 19:56:27,1,0.75,4.5,0.0,0.0,8.8,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan,0 days 00:03:14,3.2333333333333334,19,Tuesday,2
842,2019-03-29 10:36:53,2019-03-29 10:48:38,1,1.19,8.5,2.36,0.0,14.16,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan,0 days 00:11:45,11.75,10,Friday,5
843,2019-03-23 07:01:18,2019-03-23 07:04:47,6,1.04,5.0,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:03:29,3.4833333333333334,7,Saturday,6
844,2019-03-22 20:42:52,2019-03-22 21:07:53,1,4.41,19.0,3.0,0.0,23.3,yellow,credit card,Williamsburg (South Side),Park Slope,Brooklyn,Brooklyn,0 days 00:25:01,25.016666666666666,20,Friday,5
845,2019-03-04 13:22:23,2019-03-04 13:38:07,1,2.1,11.5,2.96,0.0,17.76,yellow,credit card,Midtown East,Upper West Side South,Manhattan,Manhattan,0 days 00:15:44,15.733333333333333,13,Monday,1
846,2019-03-10 17:24:40,2019-03-10 17:32:19,1,1.0,6.5,1.95,0.0,11.75,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan,0 days 00:07:39,7.65,17,Sunday,0
847,2019-03-01 18:51:32,2019-03-01 19:03:54,1,2.3,11.0,3.05,0.0,18.35,yellow,credit card,Lincoln Square West,Morningside Heights,Manhattan,Manhattan,0 days 00:12:22,12.366666666666667,18,Friday,5
848,2019-03-19 06:28:39,2019-03-19 06:36:28,3,1.1,7.0,1.03,0.0,11.33,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,0 days 00:07:49,7.816666666666666,6,Tuesday,2
849,2019-03-25 16:15:41,2019-03-25 17:03:54,1,17.3,52.0,15.0,5.76,80.56,yellow,credit card,JFK Airport,Midtown South,Queens,Manhattan,0 days 00:48:13,48.21666666666667,16,Monday,1
